Image,Block Size,Payload Capacity,Embedding Efficiency,PSNR,EPER,Output
Lena.gif,2x2,512.0,1.0,61.681362395751556,0.59,ooihhghgfg
Lena.gif,3x3,512.0,1.0429097094489412,60.49884242421522,0.5769325256347656,ooihhghgfg
Lena.gif,4x4,512.0,0.5039079365704353,80.87875579739884,0.53,ooihhghgfg
Lena.gif,5x5,512.0,1.0429930808879107,60.49824616520975,0.5782791137695312,ooihhghgfg
Average,Average,512.0,0.8974526817268218,65.88930169564384,0.5688029098510742,
